pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
118835	http://www.wikidata.org/entity/Q1384249	Marktbreit	archaeological site in Germany	Point(10.1551 49.6699)		18686			2047506							8552	https://en.wikipedia.org/wiki/Roman_camp,_Marktbreit
118840	http://www.wikidata.org/entity/Q1696315	Castra Mediana	Roman fort	Point(10.7045 49.0572)		14065	8504469							28155		4431	
118841	http://www.wikidata.org/entity/Q552523	Mellrichstadt	urban municipality of Germany in Bavaria	Point(10.3027 50.4278)			6558376			n85189259					151338359		https://en.wikipedia.org/wiki/Mellrichstadt
118844	http://www.wikidata.org/entity/Q2027139	Oppidum Milseburg	archaeological site in Hesse, Germany	Point(9.89631 50.5467)		18206										45993	
118845	http://www.wikidata.org/entity/Q51415709	Kastell Miltenberg-Altstadt		Point(9.23005 49.70918)		2156	8504450									9805	
118846	http://www.wikidata.org/entity/Q51557490	Kastell Miltenberg Ost		Point(9.26157 49.70538)		22254	8504451									9806	
118850	http://www.wikidata.org/entity/Q103157898	Burgstall (Samian Ware Discovery Site)	Burgstall as Samian Ware discovery site	Point(12.966667 48.75)													
118850	http://www.wikidata.org/entity/Q61875551	Kastell Moos-Burgstall		Point(12.944325 48.743027777)												7304	
118851	http://www.wikidata.org/entity/Q1188920	Denning	district of Munich	Point(11.6411 48.15)													https://en.wikipedia.org/wiki/Denning_(Munich)
118852	http://www.wikidata.org/entity/Q220090	Grünwald	municipality of Germany	Point(11.531694444 48.048305555)			6556313			n84094836					129054662		https://en.wikipedia.org/wiki/Gr%C3%BCnwald,_Bavaria
118854	http://www.wikidata.org/entity/Q81768	Murrhardt	municipality in Germany	Point(9.578333333 48.979444444)			6557971		2046036	n82066552				27963	129026285		https://en.wikipedia.org/wiki/Murrhardt
118857	http://www.wikidata.org/entity/Q2739868	Namare	Roman road station, possibly a Roman fortification	Point(15.39603 48.2763)		26517,4513,5613											
118859	http://www.wikidata.org/entity/Q2395695	Nebovidy	village in Kolín District of Central Bohemian region	Point(15.219542072 49.991583842)			3069993										https://en.wikipedia.org/wiki/Nebovidy_(Kol%C3%ADn_District)
118860	http://www.wikidata.org/entity/Q32175509	Nebra	town in Nebra (Unstrut), in the district of Burgenlandkreis of Saxony-Anhalt, Germany	Point(11.5775 51.288055555)			2866793										
118862	http://www.wikidata.org/entity/Q1343017	Kastell Neckarburken		Point(9.170278 49.376667)		1979											
118862	http://www.wikidata.org/entity/Q86455295	Neckarburken		Point(9.169166666 49.378055555)			2866777	7134001	2045859					27964	244755116		
118863	http://www.wikidata.org/entity/Q1123825	Nehvizdy	market town in Czech Republic	Point(14.730007158 50.130629092)			3069938										https://en.wikipedia.org/wiki/Nehvizdy
118867	http://www.wikidata.org/entity/Q514223	Nersingen	municipality of Germany	Point(10.121944444 48.428888888)			6557187			n89146591					170472167,246518035,127962436		https://en.wikipedia.org/wiki/Nersingen
118873	http://www.wikidata.org/entity/Q103163573	Heldenbergen (Samian Ware Discovery Site)	Heldenbergen as Samian Ware discovery site	Point(8.866666 50.233333)													
118873	http://www.wikidata.org/entity/Q540743	Nidderau	town in Main-Kinzig-Kreis in Hesse, Germany	Point(8.9 50.25)			6557741	1040490		n91113376					135009093		https://en.wikipedia.org/wiki/Nidderau
118876	http://www.wikidata.org/entity/Q505671	Niedernberg	municipality of Germany in Landkreis Miltenberg	Point(9.133333333 49.916666666)			6557029			n89146322					153726445		https://en.wikipedia.org/wiki/Niedernberg
118877	http://www.wikidata.org/entity/Q689545	Niemberg	human settlement	Point(12.091111111 51.551111111)			2862643								309595171		https://en.wikipedia.org/wiki/Niemberg
118879	http://www.wikidata.org/entity/Q16582691	Nosocice (Głogów, Polsko : archeologická lokalita)		Point(16.115143 51.657471)													
118881	http://www.wikidata.org/entity/Q12041446	Nový Šaldorf	village in Znojmo District of South Moravian region	Point(16.0533 48.8269)													
118882	http://www.wikidata.org/entity/Q81979	Nußloch	municipality in Germany	Point(8.693888888 49.323611111)			6547440	7127979	2046125	n85308097					165064638		https://en.wikipedia.org/wiki/Nu%C3%9Floch
118886	http://www.wikidata.org/entity/Q665765	Oberdorla	human settlement	Point(10.419444444 51.166388888)			2861059	1037406							233822903		https://en.wikipedia.org/wiki/Oberdorla
118887	http://www.wikidata.org/entity/Q103187774	Oberflorstadt (Samian Ware Discovery Site)	Oberflorstadt as Samian Ware discovery site	Point(8.866666 50.333332)													
118888	http://www.wikidata.org/entity/Q1735403	Castra of Oberhochstatt	Roman fort	Point(11.05305 49.03447)		14063	8504475										
118888	http://www.wikidata.org/entity/Q759836	Oberhochstatt	human settlement in Germany	Point(11.0481 49.03)				7126573							240086577		
118889	http://www.wikidata.org/entity/Q654470	Castra Nemaninga	Roman fort	Point(9.14657 49.84105)		12883	8504447							27982		9657	
118889	http://www.wikidata.org/entity/Q654470	Castra Nemaninga	Roman fort	Point(9.14597 49.8411)		12883	8504447							27982		9657	
118890	http://www.wikidata.org/entity/Q104659406	Oberscheidental		Point(9.1500456 49.5074054)			2859175	7114763							240168294		
118891	http://www.wikidata.org/entity/Q2011213	Oberstimm (Manching)	human settlement in Germany	Point(11.4558 48.7128)			2858893			n80152445					167684586		
118892	http://www.wikidata.org/entity/Q2011399	Obervorschütz	human settlement in Germany	Point(9.352372222 51.161197222)											240079811		
118893	http://www.wikidata.org/entity/Q504849	Ochsenfurt	urban municipality of Germany in Bavaria	Point(10.04985 49.67115)			6558398			n82066417					144267663		https://en.wikipedia.org/wiki/Ochsenfurt
118895	http://www.wikidata.org/entity/Q1735402	Castra Opia	Roman fort	Point(10.3417 48.8686)		8100										9719	
118898	http://www.wikidata.org/entity/Q529154	Osterburken	municipality in Germany	Point(9.426111111 49.430833333)			6558049	7012337	2045848	nr89005581				27991	151705656		https://en.wikipedia.org/wiki/Osterburken
118901	http://www.wikidata.org/entity/Q178582	Wels	city in Upper Austria	Point(14.016666666 48.15)		3123	7871309	7012348	2062745	n82039838					138393689		https://en.wikipedia.org/wiki/Wels
118903	http://www.wikidata.org/entity/Q257160	Burgheim	market municipality of Germany	Point(11.016666666 48.7)			6558819								242100446		https://en.wikipedia.org/wiki/Burgheim
118906	http://www.wikidata.org/entity/Q2615494	Plaňany	municipality and market town in Central Bohemian Region, Czech Republic	Point(15.029507965 50.050164844)			3068244										https://en.wikipedia.org/wiki/Pla%C5%88any
118908	http://www.wikidata.org/entity/Q12047875	Pňov	village in Kolín District of Central Bohemian region	Point(15.1489 50.0858)													
118909	http://www.wikidata.org/entity/Q12046665	Počerady	village in Louny District of Ústí nad Labem region	Point(13.6872 50.4181)													
118910	http://www.wikidata.org/entity/Q279629	Pocking	municipality of Germany	Point(13.316666666 48.399722222)		7109	6558248	1040754		n88155695					137312738		https://en.wikipedia.org/wiki/Pocking
118911	http://www.wikidata.org/entity/Q12046284	Poláky	village in Chomutov District of Ústí nad Labem region	Point(13.3547 50.3381)													
118913	http://www.wikidata.org/entity/Q1085	Prague	capital city of the Czech Republic	Point(14.421388888 50.0875)			3067696	7006464	2093361	n79055764					124497561,29146095207600371602		https://en.wikipedia.org/wiki/Prague
118918	http://www.wikidata.org/entity/Q671926	Quenstedt	neighborhood in Arnstein, Germany	Point(11.466666666 51.7)			2851430								236182003		https://en.wikipedia.org/wiki/Quenstedt
118919	http://www.wikidata.org/entity/Q103168904	Künzing (Samian Ware Discovery Site)	Künzing as Samian Ware discovery site	Point(13.08333 48.666671)													
118924	http://www.wikidata.org/entity/Q1231021	Rammersweier	quarter of Offenburg, Baden-Württemberg, Germany	Point(7.9675 48.4844)					2045891						159595201		
118927	http://www.wikidata.org/entity/Q17325839	Rederzhausen	human settlement in Germany	Point(11.003423 48.33879)											238114071		
118929	http://www.wikidata.org/entity/Q2978	Regensburg	city in Bavaria, Germany	Point(12.083333333 49.016666666)		12	6556611	7013496		n79129587					233767411		https://en.wikipedia.org/wiki/Regensburg
118933	http://www.wikidata.org/entity/Q103191690	Rißtissen (Samian Ware Discovery Site)	Rißtissen as Samian Ware discovery site	Point(9.82587 48.27099)													
118933	http://www.wikidata.org/entity/Q2155842	Rißtissen	quarter of Ehingen (Donau), Baden-Württemberg, Germany	Point(9.83139 48.2663)											243018058		
118937	http://www.wikidata.org/entity/Q103192269	Rückingen (Samian Ware Discovery Site)	Rückingen as Samian Ware discovery site	Point(8.98704 50.15788)													
118937	http://www.wikidata.org/entity/Q15843495	Rückingen	human settlement in Germany	Point(8.98861111 50.15777778)				5001835									
118938	http://www.wikidata.org/entity/Q1735412	Castra of Ruffenhofen	Roman fort	Point(10.48075 49.04643)		2180	8504467									9726	
118938	http://www.wikidata.org/entity/Q1735412	Castra of Ruffenhofen	Roman fort	Point(10.4805 49.0464)		2180	8504467									9726	
118940	http://www.wikidata.org/entity/Q1253884	Rugii	historical ethnical group	Point(15.5 48.5)										43620			https://en.wikipedia.org/wiki/Rugii
118941	http://www.wikidata.org/entity/Q787451	Runder Berg	mountain in Baden-Württemberg, Germany	Point(9.365 48.489722222)		15900	8521515								239029315		https://en.wikipedia.org/wiki/Runder_Berg
118945	http://www.wikidata.org/entity/Q1214660	Castrum Sablonetum	Roman fort	Point(10.9881 49.0639)		4616	8504473										
118953	http://www.wikidata.org/entity/Q526388	Schkopau	municipality of Germany	Point(11.966666666 51.383333333)			6551142			n90658690					156068761		https://en.wikipedia.org/wiki/Schkopau
118954	http://www.wikidata.org/entity/Q688649	Schkortleben	human settlement in Germany	Point(12.015833333 51.243055555)			2839041								310603416		https://en.wikipedia.org/wiki/Schkortleben
118955	http://www.wikidata.org/entity/Q51415738	Schloßau	human settlement in Germany	Point(9.151397 49.539184)			2838423	7105211	2045863					28018	154879879		
118956	http://www.wikidata.org/entity/Q1735435	Castra of Waldmössingen	Roman fort	Point(8.49333 48.2739)		18439										8163	
118956	http://www.wikidata.org/entity/Q82886	Schramberg	municipality in Baden-Württemberg, Germany	Point(8.384166666 48.226944444)			6558120	7086505		n82084241				28019	160036226		https://en.wikipedia.org/wiki/Schramberg
118957	http://www.wikidata.org/entity/Q103194792	Schwabegg (Samian Ware Discovery Site)	Schwabegg as Samian Ware discovery site	Point(10.683333 48.183333)													
118959	http://www.wikidata.org/entity/Q1543613	Seckmauern	municipal district of Lützelbach in Odenwaldkreis, Germany	Point(9.121894444 49.789622222)													
118962	http://www.wikidata.org/entity/Q855704	Semnones	Germanic tribe														https://en.wikipedia.org/wiki/Semnones
118963	http://www.wikidata.org/entity/Q2012726	Sendražice	village in Hradec Králové District of Hradec Králové region	Point(15.796047892 50.289896645)			3066204										https://en.wikipedia.org/wiki/Sendra%C5%BEice
118968	http://www.wikidata.org/entity/Q103196948	Straubing (Samian Ware Discovery Site)	Straubing as Samian Ware discovery site	Point(12.56667 48.816669)													
118968	http://www.wikidata.org/entity/Q1528907	Castrum Sorviodurum	Roman fort	Point(12.5956 48.8878)		1957											
118972	http://www.wikidata.org/entity/Q2741490	Kleinkastell Oberranna	building in Engelhartszell an der Donau, Austria	Point(13.7737 48.4715)		10950										10548	
118973	http://www.wikidata.org/entity/Q2704424	Stehelčeves	village in Kladno District of Central Bohemian region	Point(14.190923809 50.171724872)			3065203										https://en.wikipedia.org/wiki/Stehel%C4%8Deves
118975	http://www.wikidata.org/entity/Q55645191	Kleinkastell Steinkirchen		Point(12.837564 48.827168)												7264	
118976	http://www.wikidata.org/entity/Q103196803	Stockstadt (Samian Ware Discovery Site)	Stockstadt as Samian Ware discovery site	Point(9.064167 49.976943)													
118979	http://www.wikidata.org/entity/Q675089	Straning-Grafenberg	municipality in Horn District, Lower Austria, Austria	Point(15.856666666 48.620555555)			7871784								235154535		https://en.wikipedia.org/wiki/Straning-Grafenberg
118980	http://www.wikidata.org/entity/Q1022	Stuttgart	city on the Neckar river and capital of the federal state Baden-Württemberg, Germany	Point(9.18 48.7775)			6690189	7004425		n79110280				28026	286152140015811100006		https://en.wikipedia.org/wiki/Stuttgart
118984	http://www.wikidata.org/entity/Q572419	Mühlhausen	municipality in Landkreis Neumarkt in der Oberpfalz in Germany	Point(11.447222222 49.173333333)			6556650	7072262		no2012015978					232019775		https://en.wikipedia.org/wiki/M%C3%BChlhausen,_Upper_Palatinate
118985	http://www.wikidata.org/entity/Q103192103	Rottenburg (Samian Ware Discovery Site)	Rottenburg as Samian Ware discovery site	Point(8.933333 48.466667)													
118985	http://www.wikidata.org/entity/Q7078	Rottenburg am Neckar	city in Baden-Württemberg, Germany	Point(8.934444444 48.477222222)		8080	6558161			n81003065				28011	132527798		https://en.wikipedia.org/wiki/Rottenburg_am_Neckar
118986	http://www.wikidata.org/entity/Q103157885	Burghöfe (Samian Ware Discovery Site)	Burghöfe as Samian Ware discovery site	Point(10.84333 48.659999)													
118986	http://www.wikidata.org/entity/Q22694356	Q22694356		Point(10.82534999 48.64754122)													
118992	http://www.wikidata.org/entity/Q160892	Thuringii	early Germanic tribe														https://en.wikipedia.org/wiki/Thuringii
118996	http://www.wikidata.org/entity/Q700692	Traisen	river in Austria	Point(15.8642 48.3722)		43981	2763465,2599205	1131006							6145376410983720609		https://en.wikipedia.org/wiki/Traisen_(river)
118996	http://www.wikidata.org/entity/Q700692	Traisen	river in Austria	Point(15.8637 48.3718)		43981	2763465,2599205	1131006							6145376410983720609		https://en.wikipedia.org/wiki/Traisen_(river)
118996	http://www.wikidata.org/entity/Q700692	Traisen	river in Austria	Point(15.5677 47.8779)		43981	2763465,2599205	1131006							6145376410983720609		https://en.wikipedia.org/wiki/Traisen_(river)
118998	http://www.wikidata.org/entity/Q2198193	Třebusice	village in Kladno District of Central Bohemian region	Point(14.180718335 50.20085594)			3064060										https://en.wikipedia.org/wiki/T%C5%99ebusice
118999	http://www.wikidata.org/entity/Q32064050	Kastell Trennfurt	archaeological site in Bavaria, Germany	Point(9.17791 49.77763)			8504449									9658	https://en.wikipedia.org/wiki/Trennfurt_Roman_Fort
119000	http://www.wikidata.org/entity/Q252466	Treuchtlingen	city in Bavaria, Germany	Point(10.909444444 48.955277777)		26659	6558370	7012741		n84035817					131396119		https://en.wikipedia.org/wiki/Treuchtlingen
119003	http://www.wikidata.org/entity/Q2342073	Tuchlovice	village in Kladno District of Central Bohemian region	Point(13.991227366 50.138112792)			3063896										https://en.wikipedia.org/wiki/Tuchlovice
119004	http://www.wikidata.org/entity/Q1119932	Tuklaty	village in Kolín District of Central Bohemian region	Point(14.769565798 50.084845259)			3063877										https://en.wikipedia.org/wiki/Tuklaty
119005	http://www.wikidata.org/entity/Q51855	Turi	comune in Apulia, Italy	Point(17.016666666 40.916666666)		30419	6538950										https://en.wikipedia.org/wiki/Turi,_Apulia
119007	http://www.wikidata.org/entity/Q12060032	Tvršice	village in Louny District of Ústí nad Labem region	Point(13.59 50.3417)													
